id,identifier,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,is_legendary,is_mythical,order,conquest_order
966,revavroom,9,965,505,4,0,0,4,75,50,0,20,0,2,0,0,0,943,0
967,cyclizar,9,0,506,5,0,0,4,190,50,0,30,0,4,0,0,0,953,0
968,orthworm,9,0,507,6,0,0,4,25,50,0,35,0,1,0,0,0,944,0
969,glimmet,9,0,508,2,0,0,4,70,50,0,30,0,4,0,0,0,966,0
970,glimmora,9,969,508,2,0,0,4,25,50,0,30,0,4,0,0,0,967,0
971,greavard,9,0,509,9,0,0,4,120,50,0,20,0,4,0,0,0,924,0
972,houndstone,9,971,509,9,0,0,4,60,50,0,20,0,4,0,0,0,925,0
973,flamigo,9,0,510,6,0,0,4,100,50,0,20,0,4,0,0,0,961,0
974,cetoddle,9,0,511,9,0,0,4,150,50,0,25,0,4,0,0,0,947,0
975,cetitan,9,974,511,9,0,0,4,50,50,0,25,0,4,0,0,0,948,0
976,veluza,9,0,512,4,0,0,4,100,50,0,20,0,3,0,0,0,932,0
977,dondozo,9,0,513,2,0,0,4,25,50,0,40,0,1,0,0,0,931,0
978,tatsugiri,9,0,514,6,0,0,4,100,50,0,35,0,4,0,0,0,952,0
979,annihilape,9,57,24,4,0,0,4,45,50,0,20,0,2,0,0,0,1010,0
980,clodsire,9,194,96,3,0,0,4,90,50,0,20,0,2,0,0,0,1009,0
981,farigiraf,9,203,101,3,0,0,4,45,50,0,20,0,2,0,0,0,928,0
982,dudunsparce,9,206,103,10,0,0,4,45,50,0,20,0,2,0,0,0,917,0
983,kingambit,9,625,317,1,0,0,4,25,50,0,20,0,2,0,0,0,1008,0
984,great-tusk,9,0,515,7,0,0,-1,30,0,0,50,0,1,0,0,0,978,0
985,scream-tail,9,0,516,6,0,0,-1,50,0,0,50,0,1,0,0,0,982,0
986,brute-bonnet,9,0,517,4,0,0,-1,50,0,0,50,0,1,0,0,0,979,0
987,flutter-mane,9,0,518,4,0,0,-1,30,0,0,50,0,1,0,0,0,983,0
988,slither-wing,9,0,519,8,0,0,-1,30,0,0,50,0,1,0,0,0,984,0
989,sandy-shocks,9,0,520,4,0,0,-1,30,0,0,50,0,1,0,0,0,981,0
990,iron-treads,9,0,521,4,0,0,-1,30,0,0,50,0,1,0,0,0,986,0
991,iron-bundle,9,0,522,8,0,0,-1,50,0,0,50,0,1,0,0,0,992,0
992,iron-hands,9,0,523,4,0,0,-1,50,0,0,50,0,1,0,0,0,989,0
993,iron-jugulis,9,0,524,2,0,0,-1,30,0,0,50,0,1,0,0,0,990,0
994,iron-moth,9,0,525,10,0,0,-1,30,0,0,50,0,1,0,0,0,988,0
995,iron-thorns,9,0,526,5,0,0,-1,30,0,0,50,0,1,0,0,0,991,0
996,frigibax,9,0,527,4,0,0,4,45,50,0,40,0,1,0,0,0,949,0
997,arctibax,9,996,527,4,0,0,4,25,50,0,40,0,1,0,0,0,950,0
998,baxcalibur,9,997,527,4,0,0,4,10,50,0,40,0,1,0,0,0,951,0
999,gimmighoul,9,0,528,3,0,0,-1,45,50,0,50,0,1,0,0,0,976,0
1000,gholdengo,9,999,528,10,0,0,-1,45,50,0,50,0,1,0,0,0,977,0
1001,wo-chien,9,0,529,3,0,0,-1,6,0,0,50,0,1,0,1,0,996,0
1002,chien-pao,9,0,530,9,0,0,-1,6,0,0,50,0,1,0,1,0,995,0
1003,ting-lu,9,0,531,3,0,0,-1,6,0,0,50,0,1,0,1,0,994,0
1004,chi-yu,9,0,532,8,0,0,-1,6,0,0,50,0,1,0,1,0,997,0
1005,roaring-moon,9,0,533,5,0,0,-1,10,0,0,50,0,1,0,0,0,985,0
1006,iron-valiant,9,0,534,9,0,0,-1,10,0,0,50,0,1,0,0,0,993,0
1007,koraidon,9,0,535,8,0,0,-1,3,0,0,50,0,1,0,1,0,998,0
1008,miraidon,9,0,536,2,0,0,-1,3,0,0,50,0,1,0,1,0,999,0
1009,walking-wake,9,0,537,2,0,0,-1,5,0,0,50,0,1,0,0,0,1011,0
1010,iron-leaves,9,0,538,5,0,0,-1,5,0,0,50,0,1,0,0,0,1012,0
